Kode Universitas,Nama Universitas,No,Kode Prodi,Nama Prodi,Tingkat,Kuota,Peminat,Portofolio,Provinsi,Rank,Minat,Klaster
121,Universitas Sumatera Utara,48,11211048,PSIKOLOGI,Sarjana,80,2037.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,49,11211049,KEWIRAUSAHAAN,Sarjana,19,451.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,50,11212064,PERBANKAN DAN KEUANGAN,Sarjana Terapan,40,3287.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,51,11212065,ADMINISTRASI PERKANTORAN DIGITAL,Sarjana Terapan,32,1624.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,52,11212066,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,44,,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,53,11212067,STATISTIKA,Sarjana Terapan,40,1079.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,54,11212068,KIMIA TERAPAN,Sarjana Terapan,32,333.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,55,11212069,MANAJEMEN BISNIS PARIWISATA,Sarjana Terapan,40,1501.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,56,11212070,TEKNOLOGI REKAYASA INSTRUMENTASI,Sarjana Terapan,40,,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,57,11213050,METROLOGI DAN INSTRUMENTASI,Diploma Tiga,34,388.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,58,11213054,ADMINISTRASI PERPAJAKAN,Diploma Tiga,40,4284.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,59,11213056,BAHASA JEPANG,Diploma Tiga,20,397.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,60,11213058,ANALIS FARMASI DAN MAKANAN,Diploma Tiga,24,2912.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,61,11213059,BAHASA INGGRIS,Diploma Tiga,40,1078.0,Tidak Ada,Sumatera Utara,,,
121,Universitas Sumatera Utara,62,11213060,TEKNIK INFORMATIKA,Diploma Tiga,40,3485.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,1,11221001,PENDIDIKAN MATEMATIKA,Sarjana,126,517.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,2,11221002,PENDIDIKAN BIOLOGI,Sarjana,138,493.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,3,11221003,PENDIDIKAN FISIKA,Sarjana,138,153.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,4,11221004,PENDIDIKAN KIMIA,Sarjana,180,216.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,5,11221005,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,95,112.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,6,11221006,PENDIDIKAN TEKNIK MESIN,Sarjana,95,190.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,7,11221007,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,84,86.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,8,11221008,KIMIA,Sarjana,79,125.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,9,11221009,BIOLOGI,Sarjana,110,210.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,10,11221010,ILMU KEOLAHRAGAAN,Sarjana,155,142.0,Olahraga,Sumatera Utara,,,
122,Universitas Negeri Medan,11,11221011,MATEMATIKA,Sarjana,84,139.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,12,11221012,FISIKA,Sarjana,58,55.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,13,11221013,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,95,111.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,14,11221014,GIZI,Sarjana,100,815.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,15,11221015,TEKNIK ELEKTRO,Sarjana,84,360.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,16,11221016,TEKNIK SIPIL,Sarjana,95,542.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,17,11221017,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,Sarjana,95,558.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,18,11221018,ILMU KOMPUTER,Sarjana,89,1041.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,19,11221019,PENDIDIKAN IPA,Sarjana,79,245.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,20,11221021,PENDIDIKAN SEJARAH,Sarjana,115,333.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,21,11221022,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,115,504.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,22,11221023,PENDIDIKAN GEOGRAFI,Sarjana,115,327.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,24,11221025,PENDIDIKAN KEPELATIHAN OLAHRAGA (PKO),Sarjana,227,353.0,Olahraga,Sumatera Utara,,,
122,Universitas Negeri Medan,25,11221026,PENDIDIKAN LUAR SEKOLAH (PLS),Sarjana,75,61.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,26,11221027,PENDIDIKAN EKONOMI,Sarjana,70,229.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,27,11221028,MANAJEMEN,Sarjana,95,1316.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,28,11221029,AKUNTANSI,Sarjana,84,883.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,29,11221030,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,162,825.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,30,11221031,PENDIDIKAN BAHASA INGGRIS,Sarjana,164,704.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,31,11221032,PENDIDIKAN BAHASA PERANCIS,Sarjana,85,51.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,32,11221033,PENDIDIKAN BAHASA JERMAN,Sarjana,85,70.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,34,11221035,SASTRA INDONESIA,Sarjana,95,152.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,35,11221036,SASTRA INGGRIS,Sarjana,95,365.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,36,11221038,PENDIDIKAN GURU SEKOLAH DASAR (PGSD),Sarjana,280,2610.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,37,11221039,PENDIDIKAN TATA BOGA,Sarjana,84,422.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,38,11221040,PENDIDIKAN TATA RIAS,Sarjana,95,374.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,39,11221041,PENDIDIKAN ANTROPOLOGI,Sarjana,115,244.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,40,11221042,PEND. GURU PENDIDIKAN ANAK USIA DINI,Sarjana,138,359.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,41,11221043,PENDIDIKAN BIMBINGAN DAN KONSELING,Sarjana,138,863.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,42,11221044,PENDIDIKAN AKUNTANSI,Sarjana,70,175.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,43,11221046,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,70,405.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,44,11221047,PENDIDIKAN BISNIS,Sarjana,70,202.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,45,11221048,PENDIDIKAN TARI,Sarjana,110,98.0,Tari,Sumatera Utara,,,
122,Universitas Negeri Medan,46,11221049,PENDIDIKAN MUSIK,Sarjana,110,140.0,Musik,Sumatera Utara,,,
122,Universitas Negeri Medan,47,11221050,PENDIDIKAN TATA BUSANA,Sarjana,84,439.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,48,11221051,SENI PERTUNJUKAN,Sarjana,43,12.0,Sendratasik,Sumatera Utara,,,
122,Universitas Negeri Medan,49,11221052,ILMU EKONOMI,Sarjana,70,404.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,50,11221053,BISNIS DIGITAL,Sarjana,71,591.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,51,11221054,KEWIRAUSAHAAN,Sarjana,70,301.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,52,11221057,ARSITEKTUR,Sarjana,74,233.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,53,11221058,STATISTIKA,Sarjana,74,203.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,54,11221059,SAINS INFORMASI GEOGRAFI,Sarjana,30,,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,55,11221060,HUKUM BISNIS,Sarjana,30,,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,56,11222056,MANAJEMEN KONSTRUKSI,Sarjana Terapan,95,1149.0,Tidak Ada,Sumatera Utara,,,
122,Universitas Negeri Medan,57,11223055,TEKNIK MESIN,Diploma Tiga,74,909.0,Tidak Ada,Sumatera Utara,,,
131,Universitas Riau,1,11311001,FISIKA,Sarjana,48,65.0,Tidak Ada,Riau,,,
131,Universitas Riau,2,11311002,KIMIA,Sarjana,48,158.0,Tidak Ada,Riau,,,
131,Universitas Riau,3,11311003,MATEMATIKA,Sarjana,36,124.0,Tidak Ada,Riau,,,
131,Universitas Riau,4,11311004,BIOLOGI,Sarjana,48,179.0,Tidak Ada,Riau,,,
131,Universitas Riau,5,11311005,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,52,99.0,Tidak Ada,Riau,,,
131,Universitas Riau,6,11311006,BUDIDAYA PERAIRAN,Sarjana,64,93.0,Tidak Ada,Riau,,,
131,Universitas Riau,7,11311007,ILMU KELAUTAN,Sarjana,56,173.0,Tidak Ada,Riau,,,
131,Universitas Riau,8,11311008,TEKNOLOGI HASIL PERIKANAN,Sarjana,52,77.0,Tidak Ada,Riau,,,
131,Universitas Riau,9,11311009,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,44,76.0,Tidak Ada,Riau,,,
131,Universitas Riau,10,11311010,AGROBISNIS PERIKANAN,Sarjana,40,53.0,Tidak Ada,Riau,,,
131,Universitas Riau,11,11311011,AGROTEKNOLOGI,Sarjana,80,583.0,Tidak Ada,Riau,,,
131,Universitas Riau,12,11311012,AGRIBISNIS,Sarjana,48,450.0,Tidak Ada,Riau,,,
131,Universitas Riau,13,11311013,TEKNOLOGI HASIL PERTANIAN,Sarjana,32,209.0,Tidak Ada,Riau,,,
131,Universitas Riau,14,11311014,KEHUTANAN,Sarjana,48,391.0,Tidak Ada,Riau,,,
131,Universitas Riau,15,11311015,TEKNIK SIPIL,Sarjana,48,824.0,Tidak Ada,Riau,,,
131,Universitas Riau,16,11311016,TEKNIK KIMIA,Sarjana,36,437.0,Tidak Ada,Riau,,,
131,Universitas Riau,17,11311017,TEKNIK MESIN,Sarjana,40,539.0,Tidak Ada,Riau,,,
131,Universitas Riau,18,11311018,TEKNIK ELEKTRO,Sarjana,48,477.0,Tidak Ada,Riau,,,
131,Universitas Riau,19,11311019,KEDOKTERAN,Sarjana,72,1640.0,Tidak Ada,Riau,,,
131,Universitas Riau,20,11311020,ILMU KEPERAWATAN,Sarjana,92,1484.0,Tidak Ada,Riau,,,
131,Universitas Riau,21,11311021,PENDIDIKAN MATEMATIKA,Sarjana,48,322.0,Tidak Ada,Riau,,,
131,Universitas Riau,22,11311022,PENDIDIKAN BIOLOGI,Sarjana,32,335.0,Tidak Ada,Riau,,,
131,Universitas Riau,23,11311023,PENDIDIKAN FISIKA,Sarjana,32,109.0,Tidak Ada,Riau,,,
131,Universitas Riau,24,11311024,PENDIDIKAN KIMIA,Sarjana,32,136.0,Tidak Ada,Riau,,,
131,Universitas Riau,25,11311025,TEKNIK LINGKUNGAN,Sarjana,36,594.0,Tidak Ada,Riau,,,
131,Universitas Riau,26,11311026,ARSITEKTUR,Sarjana,32,302.0,Tidak Ada,Riau,,,
131,Universitas Riau,27,11311027,SISTEM INFORMASI,Sarjana,64,1055.0,Tidak Ada,Riau,,,
131,Universitas Riau,28,11311028,TEKNIK INFORMATIKA,Sarjana,48,1499.0,Tidak Ada,Riau,,,
131,Universitas Riau,29,11311029,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,32,316.0,Tidak Ada,Riau,,,
131,Universitas Riau,30,11311030,STATISTIKA,Sarjana,36,224.0,Tidak Ada,Riau,,,
131,Universitas Riau,31,11311031,HUBUNGAN INTERNASIONAL,Sarjana,72,603.0,Tidak Ada,Riau,,,
131,Universitas Riau,32,11311032,ILMU PEMERINTAHAN,Sarjana,80,645.0,Tidak Ada,Riau,,,
131,Universitas Riau,33,11311033,ILMU ADMINISTRASI PUBLIK,Sarjana,60,870.0,Tidak Ada,Riau,,,
131,Universitas Riau,34,11311034,ILMU ADMINISTRASI BISNIS,Sarjana,64,857.0,Tidak Ada,Riau,,,
131,Universitas Riau,35,11311035,SOSIOLOGI,Sarjana,72,351.0,Tidak Ada,Riau,,,
131,Universitas Riau,36,11311036,ILMU KOMUNIKASI,Sarjana,80,1422.0,Tidak Ada,Riau,,,
131,Universitas Riau,37,11311038,EKONOMI PEMBANGUNAN,Sarjana,64,382.0,Tidak Ada,Riau,,,
131,Universitas Riau,38,11311039,MANAJEMEN,Sarjana,144,2069.0,Tidak Ada,Riau,,,
131,Universitas Riau,39,11311040,AKUNTANSI,Sarjana,124,1236.0,Tidak Ada,Riau,,,
131,Universitas Riau,40,11311041,ILMU HUKUM,Sarjana,160,1359.0,Tidak Ada,Riau,,,
131,Universitas Riau,41,11311042,PENDIDIKAN EKONOMI,Sarjana,48,265.0,Tidak Ada,Riau,,,
131,Universitas Riau,42,11311043,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,32,370.0,Tidak Ada,Riau,,,
131,Universitas Riau,43,11311044,PENDIDIKAN SEJARAH,Sarjana,32,248.0,Tidak Ada,Riau,,,
131,Universitas Riau,44,11311045,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,48,582.0,Tidak Ada,Riau,,,
131,Universitas Riau,45,11311046,PENDIDIKAN BAHASA INGGRIS,Sarjana,48,445.0,Tidak Ada,Riau,,,
131,Universitas Riau,46,11311047,PENDIDIKAN BAHASA JEPANG,Sarjana,32,79.0,Tidak Ada,Riau,,,
131,Universitas Riau,47,11311048,PENDIDIKAN MASYARAKAT,Sarjana,32,81.0,Tidak Ada,Riau,,,
131,Universitas Riau,48,11311049,BIMBINGAN KONSELING,Sarjana,32,677.0,Tidak Ada,Riau,,,
131,Universitas Riau,49,11311050,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,32,204.0,Olahraga,Riau,,,
131,Universitas Riau,50,11311051,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,32,129.0,Olahraga,Riau,,,
131,Universitas Riau,51,11311052,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,48,1710.0,Tidak Ada,Riau,,,
131,Universitas Riau,52,11311053,PENDIDIKAN ANAK USIA DINI,Sarjana,32,191.0,Tidak Ada,Riau,,,
131,Universitas Riau,53,11311062,KEDOKTERAN HEWAN,Sarjana,32,248.0,Tidak Ada,Riau,,,
131,Universitas Riau,54,11311063,ILMU TANAH,Sarjana,16,59.0,Tidak Ada,Riau,,,
131,Universitas Riau,55,11311064,PROTEKSI TANAMAN,Sarjana,16,46.0,Tidak Ada,Riau,,,
131,Universitas Riau,56,11311065,PENYULUHAN PERTANIAN,Sarjana,16,,Tidak Ada,Riau,,,
131,Universitas Riau,57,11312037,USAHA PERJALANAN WISATA,Sarjana Terapan,52,1366.0,Tidak Ada,Riau,,,
131,Universitas Riau,58,11313054,PERPAJAKAN,Diploma Tiga,48,2011.0,Tidak Ada,Riau,,,
131,Universitas Riau,59,11313055,TEKNIK KIMIA,Diploma Tiga,36,615.0,Tidak Ada,Riau,,,
131,Universitas Riau,60,11313056,AKUNTANSI,Diploma Tiga,48,1504.0,Tidak Ada,Riau,,,
131,Universitas Riau,61,11313057,TEKNIK ELEKTRO,Diploma Tiga,24,497.0,Tidak Ada,Riau,,,
131,Universitas Riau,62,11313058,TEKNIK MESIN,Diploma Tiga,32,504.0,Tidak Ada,Riau,,,
131,Universitas Riau,63,11313059,TEKNOLOGI PULP DAN KERTAS,Diploma Tiga,24,1056.0,Tidak Ada,Riau,,,
131,Universitas Riau,64,11313060,TEKNIK SIPIL,Diploma Tiga,36,1034.0,Tidak Ada,Riau,,,
131,Universitas Riau,65,11313061,MANAJEMEN INFORMATIKA,Diploma Tiga,32,1669.0,Tidak Ada,Riau,,,
133,Universitas Maritim Raja Ali Haji,1,11331001,TEKNIK ELEKTRO,Sarjana,48,87.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,2,11331002,TEKNIK INFORMATIKA,Sarjana,64,240.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,3,11331003,ILMU KELAUTAN,Sarjana,32,30.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,4,11331004,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,40,24.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,5,11331005,PENDIDIKAN MATEMATIKA,Sarjana,48,31.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,6,11331006,PENDIDIKAN BIOLOGI,Sarjana,48,44.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,7,11331007,PENDIDIKAN KIMIA,Sarjana,32,15.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,8,11331008,BUDI DAYA PERAIRAN,Sarjana,40,13.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,9,11331009,TEKNOLOGI HASIL PERIKANAN,Sarjana,40,15.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,10,11331010,SOSIAL EKONOMI PERIKANAN,Sarjana,40,8.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,11,11331011,TEKNIK PERKAPALAN,Sarjana,32,93.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,12,11331012,PENDIDIKAN BAHASA INDONESIA,Sarjana,100,66.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,13,11331013,AKUNTANSI,Sarjana,118,153.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,14,11331014,ILMU ADMINISTRASI NEGARA,Sarjana,80,111.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,15,11331015,ILMU PEMERINTAHAN,Sarjana,60,74.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,16,11331016,SOSIOLOGI,Sarjana,40,34.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,17,11331017,PENDIDIKAN BAHASA INGGRIS,Sarjana,90,57.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,18,11331018,MANAJEMEN,Sarjana,118,270.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,19,11331019,ILMU HUKUM,Sarjana,100,142.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,20,11331020,ILMU HUBUNGAN INTERNASIONAL,Sarjana,40,76.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,21,11331021,KEDOKTERAN,Sarjana,20,240.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,22,11331022,TEKNIK INDUSTRI,Sarjana,32,92.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,23,11331023,KIMIA,Sarjana,32,9.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,24,11331024,BISNIS DIGITAL,Sarjana,60,63.0,Tidak Ada,Kepulauan Riau,,,
133,Universitas Maritim Raja Ali Haji,25,11331025,KEWIRAUSAHAAN,Sarjana,20,29.0,Tidak Ada,Kepulauan Riau,,,
141,Universitas Andalas,1,11411001,AGRIBISNIS,Sarjana,75,584.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,2,11411002,AGROTEKNOLOGI,Sarjana,100,390.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,3,11411003,KEDOKTERAN,Sarjana,88,2164.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,4,11411004,KEPERAWATAN,Sarjana,63,1248.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,5,11411005,KESEHATAN MASYARAKAT,Sarjana,70,1493.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,6,11411006,KEDOKTERAN GIGI,Sarjana,35,929.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,7,11411007,KIMIA,Sarjana,50,191.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,8,11411008,BIOLOGI,Sarjana,50,136.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,9,11411009,MATEMATIKA,Sarjana,50,116.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,10,11411010,FISIKA,Sarjana,50,57.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,11,11411011,TEKNIK KOMPUTER,Sarjana,50,645.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,12,11411012,PETERNAKAN,Sarjana,160,464.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,13,11411013,TEKNIK MESIN,Sarjana,60,732.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,14,11411014,TEKNIK SIPIL,Sarjana,65,1094.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,15,11411015,TEKNIK INDUSTRI,Sarjana,50,1113.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,16,11411016,TEKNIK LINGKUNGAN,Sarjana,64,613.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,17,11411017,TEKNIK ELEKTRO,Sarjana,70,633.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,18,11411018,FARMASI,Sarjana,63,2196.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,19,11411019,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,56,227.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,20,11411020,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,Sarjana,49,209.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,21,11411021,SISTEM INFORMASI,Sarjana,50,1170.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,22,11411022,PSIKOLOGI,Sarjana,52,1163.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,23,11411023,ILMU TANAH,Sarjana,55,204.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,24,11411024,AGROEKOTEKNOLOGI,Sarjana,60,151.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,25,11411025,PETERNAKAN ( KAMPUS II PAYAKUMBUH),Sarjana,55,97.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,26,11411026,KEBIDANAN,Sarjana,35,608.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,27,11411027,GIZI,Sarjana,52,861.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,28,11411028,PROTEKSI TANAMAN,Sarjana,75,158.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,29,11411029,PENYULUHAN PERTANIAN,Sarjana,22,145.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,30,11411030,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,40,202.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,31,11411031,ILMU BIOMEDIS,Sarjana,20,341.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,32,11411032,EKONOMI,Sarjana,65,516.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,33,11411033,HUKUM,Sarjana,220,2175.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,34,11411034,SEJARAH,Sarjana,48,100.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,35,11411035,SOSIOLOGI,Sarjana,45,228.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,36,11411036,ANTROPOLOGI SOSIAL,Sarjana,40,246.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,37,11411037,MANAJEMEN,Sarjana,90,1746.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,38,11411038,AKUNTANSI,Sarjana,90,1197.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,39,11411039,ILMU POLITIK,Sarjana,35,225.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,40,11411040,ADMINISTRASI PUBLIK,Sarjana,40,806.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,41,11411041,SASTRA INDONESIA,Sarjana,48,139.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,42,11411042,SASTRA INGGRIS,Sarjana,60,302.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,43,11411043,SASTRA MINANGKABAU,Sarjana,45,61.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,44,11411044,SASTRA JEPANG,Sarjana,45,172.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,45,11411045,HUBUNGAN INTERNASIONAL,Sarjana,45,584.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,46,11411046,ILMU KOMUNIKASI,Sarjana,60,1098.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,47,11411047,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),Sarjana,47,220.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,48,11411048,EKONOMI PEMBANGUNAN (KAMPUS PAYAKUMBUH),Sarjana,41,138.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,49,11411053,INFORMATIKA,Sarjana,30,812.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,50,11411054,ARSITEKTUR,Sarjana,14,266.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,51,11411055,EKONOMI ISLAM,Sarjana,20,116.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,52,11411056,KEWIRAUSAHAAN,Sarjana,20,225.0,Tidak Ada,Sumatera Barat,,,
141,Universitas Andalas,53,11411057,STATISTIKA DAN SAINS DATA,Sarjana,20,,Tidak Ada,Sumatera Barat,,,
